,fake,profile_pic,ratio_numlen_username,len_fullname,ratio_numlen_fullname,sim_name_username,len_desc,extern_url,private,num_posts,num_followers,num_following
391,1,No,0.25,1,0.0,No match,0,No,No,0,0,0
392,1,Yes,0.12,1,0.0,No match,0,No,Yes,1,10,104
393,1,Yes,0.38,1,0.0,No match,0,No,Yes,92,19,31
394,1,No,0.31,1,0.0,No match,0,No,Yes,0,138,99
395,1,No,0.2,0,0.0,Partial match,0,No,Yes,0,11,157
396,1,No,0.0,1,0.0,No match,0,No,Yes,0,1,64
397,1,No,0.42,1,0.0,No match,0,No,No,0,39,40
398,1,Yes,0.0,0,0.0,No match,148,No,No,21,446,1762
399,1,Yes,0.57,1,0.0,No match,0,No,Yes,7,9,82
400,1,No,0.0,0,0.0,No match,0,No,No,9,589,2980
401,1,No,0.06,1,0.0,Partial match,0,No,No,0,27,63
402,1,Yes,0.0,2,0.0,No match,0,No,No,14,143,500
403,1,No,0.0,2,0.0,Partial match,0,No,Yes,0,0,177
404,1,No,0.0,3,0.0,No match,0,No,Yes,0,0,130
405,1,No,0.21,1,0.0,No match,0,No,No,3,124,135
406,1,Yes,0.07,0,0.0,Partial match,0,No,Yes,0,12,192
407,1,No,0.42,1,0.0,Partial match,0,No,No,0,16,36
408,1,No,0.21,1,0.0,No match,0,No,No,1,1,2
409,1,No,0.38,1,0.0,No match,0,No,No,1,120,181
410,1,No,0.0,2,0.0,No match,0,No,Yes,0,0,71
411,1,No,0.0,1,0.0,No match,0,No,No,1,26,8
412,1,Yes,0.14,3,0.0,Partial match,0,No,No,0,57,167
413,1,No,0.15,2,0.0,No match,0,No,No,1,13,22
414,1,Yes,0.0,4,0.0,Partial match,149,No,No,28,1031,208
415,1,Yes,0.18,1,0.0,No match,0,No,No,0,42,146
416,1,Yes,0.33,2,0.0,Partial match,0,No,No,25,70,64
417,1,Yes,0.18,1,0.0,No match,0,No,Yes,0,0,8
418,1,Yes,0.3,1,0.0,No match,0,No,No,0,46,92
419,1,Yes,0.43,2,0.0,No match,0,No,No,111,834,4118
420,1,No,0.0,2,0.0,No match,22,No,Yes,2,389,392
421,1,Yes,0.33,0,0.0,No match,0,No,No,0,43,221
422,1,No,0.33,1,0.0,Partial match,0,No,Yes,0,23,40
423,1,No,0.0,1,0.0,Partial match,0,No,Yes,0,5,82
424,1,No,0.71,0,0.0,No match,0,No,Yes,0,4,25
425,1,No,0.5,1,0.0,Partial match,0,No,No,0,17,44
426,1,Yes,0.25,1,0.0,No match,2,No,Yes,5,182,227
427,1,Yes,0.33,1,0.0,No match,0,No,No,10,108,304
428,1,No,0.5,1,0.33,No match,0,No,No,3,43,123
429,1,No,0.29,1,0.0,No match,0,No,No,19,77,8
430,1,No,0.09,1,0.0,Partial match,0,No,No,0,32,87
431,1,No,0.25,1,0.0,No match,0,No,Yes,0,0,11
432,1,Yes,0.13,1,0.0,No match,0,No,Yes,8,40,66
433,1,No,0.33,1,0.33,Full match,20,No,No,2,53,303
434,1,Yes,0.14,2,0.0,No match,0,No,No,10,67,90
435,1,Yes,0.0,3,0.0,Partial match,0,No,No,29,122,336
436,1,No,0.0,2,0.0,Partial match,0,No,No,0,18,49
437,1,No,0.4,1,0.0,No match,0,No,Yes,0,24,88
438,1,Yes,0.0,1,0.0,Partial match,0,No,No,2,35,136
439,1,Yes,0.4,1,0.4,Full match,0,No,Yes,3,119,151
440,1,Yes,0.1,1,0.0,No match,0,No,Yes,5,6,24
441,1,No,0.43,1,0.4,No match,0,No,No,0,34,26
442,1,Yes,0.0,3,0.0,Partial match,148,No,No,63,272,295
443,1,Yes,0.44,2,0.0,No match,0,No,No,1,53,137
444,1,Yes,0.33,0,0.0,No match,50,No,Yes,4,818,618
445,1,Yes,0.0,3,0.0,No match,0,No,No,34,82,74
446,1,Yes,0.38,2,0.0,No match,2,No,No,0,40,233
447,1,Yes,0.4,0,0.0,No match,0,No,Yes,0,21,76
448,1,Yes,0.33,1,0.0,No match,0,No,No,6,59,38
449,1,Yes,0.12,1,0.0,No match,0,No,No,2,102,109
450,1,Yes,0.29,0,0.0,No match,0,No,Yes,7,576,474
451,1,No,0.57,2,0.4,No match,0,No,No,0,19,16
452,1,Yes,0.0,0,0.0,No match,0,No,Yes,0,66,161
453,1,Yes,0.0,1,0.0,No match,0,No,Yes,5,310,894
454,1,Yes,0.0,1,0.0,Full match,34,No,Yes,0,16,17
455,1,No,0.0,1,0.0,No match,0,No,No,0,15,4
456,1,Yes,0.07,1,0.0,Partial match,0,No,Yes,0,47,98
457,1,Yes,0.0,1,0.0,Full match,0,No,No,4,88,61
458,1,Yes,0.27,1,0.0,No match,0,No,Yes,1,51,59
459,1,Yes,0.0,2,0.0,No match,0,No,No,26,505,2330
460,1,Yes,0.36,1,0.0,No match,0,No,No,9,159,433
461,1,Yes,0.29,1,0.33,No match,0,No,Yes,4,77,1269
462,1,Yes,0.83,1,0.0,Partial match,32,No,No,4,61,76
463,1,No,0.67,1,0.0,Partial match,0,No,Yes,0,7,14
464,1,Yes,0.38,1,0.33,No match,0,No,Yes,0,11,60
465,1,No,0.58,1,0.0,No match,0,No,No,0,49,22
466,1,No,0.0,1,0.0,Partial match,0,No,No,0,15,595
467,1,Yes,0.2,2,0.0,No match,0,No,No,1,1,9
468,1,No,0.0,1,0.0,No match,0,No,No,0,17,1
469,1,No,0.29,2,0.0,Partial match,0,No,No,0,15,1
470,1,Yes,0.25,1,0.0,Partial match,59,No,No,28,358,1990
471,1,No,0.25,1,0.0,No match,0,No,No,0,20,7
472,1,No,0.0,1,0.0,Partial match,6,No,No,1,50,32
473,1,No,0.0,1,0.0,No match,0,No,No,0,57,76
474,1,No,0.31,1,0.0,No match,0,No,No,2,12,15
475,1,Yes,0.67,1,0.0,No match,0,No,No,2,218,792
476,1,No,0.33,1,0.25,No match,0,No,No,9,78,98
477,1,No,0.47,1,0.0,No match,0,No,No,1,16,23
478,1,No,0.36,1,0.0,Partial match,0,No,No,8,39,17
479,1,No,0.0,1,0.0,No match,0,No,No,0,15,1
480,1,No,0.4,0,0.0,No match,0,No,No,0,30,48
481,1,No,0.33,1,0.0,Partial match,0,No,No,0,85,638
482,1,No,0.33,1,0.0,Partial match,0,No,No,0,77,747
483,1,No,0.55,2,0.0,No match,0,No,No,0,49,82
484,1,No,0.27,1,0.27,Full match,0,No,No,0,16,24
485,1,No,0.44,1,0.0,Partial match,0,No,No,0,8,6
486,1,No,0.44,1,0.0,No match,0,No,No,2,34,22
487,1,No,0.47,1,0.0,Partial match,0,No,No,2,45,83
488,1,No,0.33,1,0.0,No match,0,No,No,0,49,0
489,1,No,0.0,2,0.0,No match,0,No,No,0,15,5
490,1,No,0.25,1,0.0,No match,0,No,No,0,92,403
491,1,Yes,0.91,1,0.0,Partial match,0,No,No,0,75,26
492,1,No,0.44,1,0.0,No match,0,No,No,0,10,0
493,1,Yes,0.12,1,0.0,No match,1,No,No,0,23,26
494,1,No,0.2,1,0.0,No match,0,No,No,0,22,11
495,1,No,0.24,2,0.0,No match,0,No,No,0,55,46
496,1,No,0.27,1,0.0,No match,0,No,No,0,16,0
497,1,No,0.25,1,0.0,Partial match,0,No,No,0,7,20
498,1,No,0.28,1,0.24,No match,0,No,No,0,86,0
499,1,No,0.38,1,0.0,No match,0,No,No,0,3,11
500,1,No,0.57,2,0.0,No match,0,No,No,0,12,30
501,1,Yes,0.44,1,0.0,Partial match,0,No,No,1,14,56
502,1,No,0.47,1,0.0,No match,0,No,No,0,24,22
503,1,No,0.0,2,0.0,No match,0,No,No,0,52,1
504,1,No,0.44,1,0.0,No match,0,No,No,1,16,27
505,1,No,0.44,1,0.0,Partial match,0,No,No,4,17,20
506,1,No,0.57,2,0.0,Partial match,0,No,No,0,50,49
507,1,No,0.54,1,0.0,Partial match,0,No,No,5,136,1029
508,1,Yes,0.43,1,0.0,No match,0,No,No,10,178,1417
509,1,No,0.89,0,0.0,Partial match,0,No,No,1,50,39
510,1,Yes,0.38,1,0.0,No match,0,No,No,2,207,2426
511,1,No,0.36,1,0.0,No match,0,No,Yes,0,178,828
512,1,No,0.0,1,0.0,Full match,0,No,No,0,16,26
513,1,No,0.14,1,0.0,Partial match,0,No,No,0,49,2
514,1,No,0.2,1,0.33,No match,0,No,No,2,49,12
515,1,No,0.1,0,0.0,No match,0,No,No,0,37,4
516,1,No,0.5,1,0.4,No match,0,No,No,0,21,0
517,1,Yes,0.58,1,0.44,No match,0,No,No,21,356,2176
518,1,No,0.44,2,0.0,No match,0,No,No,0,46,4
519,1,No,0.22,1,0.33,No match,0,No,No,0,49,0
520,1,No,0.0,1,0.0,No match,0,No,No,0,49,58
521,1,No,0.0,1,0.0,Partial match,0,No,No,0,44,45
522,1,No,0.13,2,0.0,Partial match,0,No,No,0,42,240
523,1,No,0.38,1,0.33,No match,0,No,No,0,47,9
524,1,No,0.1,2,0.0,Partial match,0,No,No,0,48,1
525,1,Yes,0.91,1,0.0,No match,0,No,No,0,75,26
526,1,No,0.08,1,0.0,Partial match,0,No,No,0,115,289
527,1,No,0.88,1,1.0,No match,0,No,No,5,53,66
528,1,No,0.67,1,0.0,No match,0,No,No,0,32,23
529,1,No,0.44,1,0.0,No match,0,No,No,0,39,153
530,1,No,0.18,1,0.0,No match,0,No,No,0,3033,1155
531,1,No,0.25,1,0.0,Partial match,0,No,No,0,3003,825
532,1,No,0.88,1,1.0,No match,0,No,No,1,34,36
533,1,No,0.36,1,0.0,No match,0,No,No,37,218,1528
534,1,Yes,0.33,2,0.22,No match,0,No,No,8,210,1543
535,1,Yes,0.2,2,0.0,Partial match,19,No,No,4,1489,3715
536,1,No,0.5,1,0.5,Full match,0,No,No,0,10,2
537,1,No,0.33,1,0.0,No match,0,No,No,28,201,812
538,1,No,0.0,2,0.0,No match,0,No,No,0,351,2663
539,1,No,0.43,1,0.0,No match,0,No,No,0,52,16
540,1,No,0.25,1,0.18,No match,0,No,No,6,156,423
541,1,No,0.43,2,0.0,Partial match,0,No,No,12,85,477
542,1,No,0.24,1,0.0,Partial match,0,No,No,0,35,38
543,1,No,0.44,1,0.0,No match,0,No,No,0,55,28
544,1,No,0.27,2,0.0,No match,43,No,Yes,0,16,51
545,1,No,0.38,1,0.0,No match,0,No,No,0,43,88
546,1,No,0.4,1,0.0,No match,0,No,No,2,97,408
547,1,No,0.57,1,0.57,Full match,0,No,No,2,34,112
548,1,No,0.0,1,0.0,Full match,0,No,No,0,2346,7272
549,1,No,0.25,1,0.0,No match,0,No,No,0,49,95
550,1,Yes,0.19,0,0.0,No match,0,No,Yes,2,2,55
551,1,No,0.46,1,0.46,Full match,0,No,No,2,40,19
552,1,No,0.46,1,0.0,No match,0,No,Yes,0,332,1333
553,1,No,0.73,1,0.0,Partial match,0,No,No,0,14,542
554,1,Yes,0.6,1,0.5,No match,0,No,No,12,65,162
555,1,Yes,0.46,1,0.5,No match,0,No,No,1,20,52
556,1,No,0.31,1,0.31,Full match,0,No,No,0,26,27
557,1,Yes,0.43,1,0.43,Partial match,0,No,No,0,72,434
558,1,Yes,0.0,1,0.0,No match,0,No,No,1,55,2
559,1,Yes,0.5,1,0.4,No match,33,No,No,12,77,108
560,1,Yes,0.0,4,0.25,Partial match,0,No,Yes,59,31,215
561,1,No,0.86,2,0.18,No match,0,No,No,0,57,130
562,1,No,0.62,1,0.0,No match,0,No,Yes,0,58,347
563,1,Yes,0.33,2,0.0,No match,0,No,No,23,47,139
564,1,Yes,0.16,1,0.12,Partial match,43,No,No,3,31,37
565,1,Yes,0.92,1,1.0,No match,0,No,No,11,96,242
566,1,Yes,0.27,1,0.0,No match,19,No,No,8,126,860
567,1,Yes,0.25,1,0.0,No match,0,No,Yes,102,39,229
568,1,Yes,0.43,1,0.0,No match,5,No,No,6,66,161
569,1,Yes,0.31,3,0.0,Partial match,0,No,No,25,87,698
570,1,Yes,0.2,1,0.0,Partial match,28,No,No,0,15,64
571,1,Yes,0.55,1,0.44,No match,0,No,No,33,166,596
572,1,Yes,0.38,1,0.33,Partial match,21,No,No,44,66,75
573,1,Yes,0.57,2,0.0,Partial match,0,No,No,4,96,339
574,1,Yes,0.57,1,0.0,Partial match,11,No,No,0,57,73
575,1,Yes,0.27,1,0.0,No match,0,No,No,2,150,487
